Group Number,Mode,Type,Response ID,Mongo ID,Session ID,Interviewer Name,Interviewer Member ID,Survey Name,Start Time,End Time,Duration (seconds),Status,Call ID,Audio URL,Audio Duration,Audio File Size,Latitude,Longitude,Response Count,Created At,Time Difference (ms)
9,CAPI,DUPLICATE,db7aa597-b568-43d4-a699-2e1dac64f0ca,6954cb3b3ee3f879abb11e49,71be2995-342f-4fa4-96c1-3f67de3e0b2a,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-28T09:50:42.331Z,2025-12-28T09:54:47.015Z,244,Rejected,,audio/interviews/2025/12/ef98b134-b2ea-4a2d-a161-1e424d623af1_1766922254992_interview_ef98b134-b2ea-4a2d-a161-1e424d623af1_1766922254991.m4a,244,0,23.2649728,88.5218247,27,2025-12-31T07:05:31.611Z,0
10,CAPI,ORIGINAL,e6d3f878-dddc-4d6b-aa86-e6b5a85d6aac,69549ba53c9c5c6b38a625f4,offline_1767152547706_8ysel9bal,"6944336656275b9dd8329789",N/A,"68fd1915d41841da463f0d46",2025-12-29T06:27:29.192Z,2025-12-29T06:32:33.347Z,304,Rejected,,audio/interviews/2025/12/b8c44da6-6b7d-4441-8707-2ce9a554c3e7_1766990207561_interview_b8c44da6-6b7d-4441-8707-2ce9a554c3e7_1766990206946.m4a,304,0,22.8130967,87.0039623,27,2025-12-31T03:42:29.629Z,
10,CAPI,DUPLICATE,1328b59d-2a59-4d0d-bd72-a9448a05ef1f,6954c224810d8e60c3ab139a,cc4379d7-00c6-4a5f-84a4-d0e8fab4ddec,"6944336656275b9dd8329789",N/A,"68fd1915d41841da463f0d46",2025-12-29T06:27:29.192Z,2025-12-29T06:32:33.347Z,304,Pending_Approval,,audio/interviews/2025/12/b8c44da6-6b7d-4441-8707-2ce9a554c3e7_1766990207561_interview_b8c44da6-6b7d-4441-8707-2ce9a554c3e7_1766990206946.m4a,304,0,22.8130967,87.0039623,27,2025-12-31T06:26:44.247Z,0
10,CAPI,DUPLICATE,042e5f92-4cd0-47aa-9fe6-031a04ede5a6,6954c2ae70e6038df92643b2,ac85e990-7785-4a5c-9c13-ed51eb408ec7,"6944336656275b9dd8329789",N/A,"68fd1915d41841da463f0d46",2025-12-29T06:27:29.192Z,2025-12-29T06:32:33.347Z,304,Rejected,,audio/interviews/2025/12/b8c44da6-6b7d-4441-8707-2ce9a554c3e7_1766990207561_interview_b8c44da6-6b7d-4441-8707-2ce9a554c3e7_1766990206946.m4a,304,0,22.8130967,87.0039623,27,2025-12-31T06:29:02.740Z,0
11,CAPI,ORIGINAL,501dc2bf-774e-4244-99cf-9da627d72421,69549cab7c1d5d8177d5cf7d,9753d6c6-218a-4f5f-b613-f80b9be02c8a,"6944336656275b9dd8329789",N/A,"68fd1915d41841da463f0d46",2025-12-30T10:08:47.210Z,2025-12-30T10:13:55.611Z,308,Rejected,,audio/interviews/2025/12/f1036604-5dc4-4473-833b-14eea770ee18_1767090957941_interview_f1036604-5dc4-4473-833b-14eea770ee18_1767090957790.m4a,308,0,22.812462,87.0054616,27,2025-12-31T03:46:51.246Z,
11,CAPI,DUPLICATE,d98346b2-f944-4f15-92cc-0b13e60c9445,6954be3cf86f3a6acfe07e1c,offline_1767161403549_7j87p8qp4,"6944336656275b9dd8329789",N/A,"68fd1915d41841da463f0d46",2025-12-30T10:08:47.210Z,2025-12-30T10:13:55.611Z,308,Rejected,,audio/interviews/2025/12/f1036604-5dc4-4473-833b-14eea770ee18_1767090957941_interview_f1036604-5dc4-4473-833b-14eea770ee18_1767090957790.m4a,308,0,22.812462,87.0054616,27,2025-12-31T06:10:04.909Z,0
12,CAPI,ORIGINAL,d784ca50-d6cf-41a4-93e8-f9afe9fa15bd,69549f34d07a895696a26071,b80cabc0-1c7f-493f-88c2-0d047d6034eb,"6944332656275b9dd8304fe0",N/A,"68fd1915d41841da463f0d46",2025-12-28T07:29:31.314Z,2025-12-28T07:37:35.270Z,483,Pending_Approval,,audio/interviews/2025/12/f929db7d-584d-41a6-bc0a-7c4697ae3e1a_1766909054004_interview_f929db7d-584d-41a6-bc0a-7c4697ae3e1a_1766909054004.m4a,483,0,,,27,2025-12-31T03:57:40.263Z,
12,CAPI,DUPLICATE,dd114825-53f8-4cec-b167-a4d52bbcb201,6954beb392c7f3d14ae4145e,5f72baf7-c359-4740-a4c7-cda0ce0aa86b,"6944332656275b9dd8304fe0",N/A,"68fd1915d41841da463f0d46",2025-12-28T07:29:31.314Z,2025-12-28T07:37:35.270Z,483,Pending_Approval,,audio/interviews/2025/12/f929db7d-584d-41a6-bc0a-7c4697ae3e1a_1766909054004_interview_f929db7d-584d-41a6-bc0a-7c4697ae3e1a_1766909054004.m4a,483,0,,,27,2025-12-31T06:12:03.478Z,0
12,CAPI,DUPLICATE,b26898bf-af7e-425f-be6d-53458623f215,6954c1da810d8e60c39df043,978290d2-6ac7-4c38-a932-53ea06391074,"6944332656275b9dd8304fe0",N/A,"68fd1915d41841da463f0d46",2025-12-28T07:29:31.314Z,2025-12-28T07:37:35.270Z,483,Rejected,,audio/interviews/2025/12/f929db7d-584d-41a6-bc0a-7c4697ae3e1a_1766909054004_interview_f929db7d-584d-41a6-bc0a-7c4697ae3e1a_1766909054004.m4a,483,0,,,27,2025-12-31T06:25:30.602Z,0
13,CAPI,ORIGINAL,4f0cd97d-366b-4669-8756-f2a6caf5628e,6954a4e563bd5d8ec31533e1,72772fdf-a368-4bb9-823d-ac7d5f59f23a,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:32:44.410Z,2025-12-27T06:39:03.089Z,378,Rejected,,audio/interviews/2025/12/20d49efd-d7de-442c-952a-efe733ae135e_1766982464868_interview_20d49efd-d7de-442c-952a-efe733ae135e_1766982464605.m4a,378,0,22.8545317,88.3926192,27,2025-12-31T04:21:57.729Z,
13,CAPI,DUPLICATE,5922365a-7d8f-42a5-a7ae-9d3ddbf3abb5,6954bf803d16bf52348eeb0d,d933c485-2b1a-4658-9b87-b4742a5372e7,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:32:44.410Z,2025-12-27T06:39:03.089Z,378,Pending_Approval,,audio/interviews/2025/12/20d49efd-d7de-442c-952a-efe733ae135e_1766982464868_interview_20d49efd-d7de-442c-952a-efe733ae135e_1766982464605.m4a,378,0,22.8545317,88.3926192,27,2025-12-31T06:15:28.048Z,0
13,CAPI,DUPLICATE,872bf88f-5c40-47fc-a134-caa097939bd2,6954bff6aff0aeb99275bf3d,519e86f4-8c79-4d6c-80e7-506e3cbe21a3,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:32:44.410Z,2025-12-27T06:39:03.089Z,378,Pending_Approval,,audio/interviews/2025/12/20d49efd-d7de-442c-952a-efe733ae135e_1766982464868_interview_20d49efd-d7de-442c-952a-efe733ae135e_1766982464605.m4a,378,0,22.8545317,88.3926192,27,2025-12-31T06:17:26.090Z,0
14,CAPI,ORIGINAL,89d9d7fa-7ad3-4f9e-96fc-193115b7bbab,6954bef792c7f3d14aefe125,1c9b6714-7419-4f30-8fa1-2c4d07405d3e,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T07:04:23.289Z,2025-12-27T07:10:25.523Z,362,Pending_Approval,,audio/interviews/2025/12/875fdd01-88f3-4594-9b1d-a21fe87ef12c_1766987238893_interview_875fdd01-88f3-4594-9b1d-a21fe87ef12c_1766987238470.m4a,362,0,22.8550288,88.392962,27,2025-12-31T06:13:11.064Z,
14,CAPI,DUPLICATE,0de6286a-3aa8-4636-b94c-2b5fa256b10c,6954c2ee70e6038df93369df,aea26599-f28b-4f8e-bb1a-f666e0bdcc6f,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T07:04:23.289Z,2025-12-27T07:10:25.523Z,362,Rejected,,audio/interviews/2025/12/875fdd01-88f3-4594-9b1d-a21fe87ef12c_1766987238893_interview_875fdd01-88f3-4594-9b1d-a21fe87ef12c_1766987238470.m4a,362,0,22.8550288,88.392962,27,2025-12-31T06:30:06.170Z,0
14,CAPI,DUPLICATE,d8775f7c-ee48-4f42-a8cd-51e4cbfa12cd,6954c2ffe8edc6b1b4b6aec2,0cdd8667-0e65-4ca5-8b5b-f2f69983f90f,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T07:04:23.289Z,2025-12-27T07:10:25.523Z,362,Rejected,,audio/interviews/2025/12/875fdd01-88f3-4594-9b1d-a21fe87ef12c_1766987238893_interview_875fdd01-88f3-4594-9b1d-a21fe87ef12c_1766987238470.m4a,362,0,22.8550288,88.392962,27,2025-12-31T06:30:23.990Z,0
15,CAPI,ORIGINAL,3df2b5ef-285d-488a-af30-62ffbdb63978,6954bffa2d417de2731dea80,aad50d1e-4ca8-4ed2-bd16-568eb7c0f088,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T07:36:23.179Z,2025-12-27T07:42:48.961Z,385,Pending_Approval,,audio/interviews/2025/12/f4ca52f7-ce15-4af2-80d7-885534a92069_1767072943652_interview_f4ca52f7-ce15-4af2-80d7-885534a92069_1767072942948.m4a,385,0,22.8559764,88.3938594,27,2025-12-31T06:17:30.356Z,
15,CAPI,DUPLICATE,1fb8c489-10d4-4f30-93da-23dee18708f7,6954c99ea28c576f03c51965,8ddca867-d3b5-4232-9705-d168a729aec9,"6942c442fe90bbe7745e92a4",N/A,"68fd1915d41841da463f0d46",2025-12-27T07:36:23.179Z,2025-12-27T07:42:48.961Z,385,Rejected,,audio/interviews/2025/12/f4ca52f7-ce15-4af2-80d7-885534a92069_1767072943652_interview_f4ca52f7-ce15-4af2-80d7-885534a92069_1767072942948.m4a,385,0,22.8559764,88.3938594,27,2025-12-31T06:58:38.545Z,0
16,CAPI,ORIGINAL,1e0f3ea7-1c3f-451b-bc01-857a592e5014,6954bec1c20fae2a0947c0e4,19750c32-9ba4-49ae-b107-9e531db0a285,"694948d26baa1685cc30c653",N/A,"68fd1915d41841da463f0d46",2025-12-31T06:02:44.233Z,2025-12-31T06:08:31.403Z,347,Pending_Approval,,audio/interviews/2025/12/04357ff9-a2b0-4dba-bad6-e11d6037896e_1767161475286_interview_04357ff9-a2b0-4dba-bad6-e11d6037896e_1767161475286.m4a,347,0,21.8538483,87.5475533,27,2025-12-31T06:12:17.396Z,
16,CAPI,DUPLICATE,0c70c302-2abd-4f06-b475-f1b60a4e2b2e,6954bf3f613f4d1e120d95ab,99d20f31-2704-484d-be55-11326f485913,"694948d26baa1685cc30c653",N/A,"68fd1915d41841da463f0d46",2025-12-31T06:02:44.233Z,2025-12-31T06:08:31.403Z,347,Pending_Approval,,audio/interviews/2025/12/04357ff9-a2b0-4dba-bad6-e11d6037896e_1767161475286_interview_04357ff9-a2b0-4dba-bad6-e11d6037896e_1767161475286.m4a,347,0,21.8538483,87.5475533,27,2025-12-31T06:14:23.943Z,0
16,CAPI,DUPLICATE,f5b3bed0-d160-4281-9b5f-14b1cfcbba32,6954bfa4ad95e668d2103e2a,6fb8400c-8690-40be-928a-cc4674e7e9b6,"694948d26baa1685cc30c653",N/A,"68fd1915d41841da463f0d46",2025-12-31T06:02:44.233Z,2025-12-31T06:08:31.403Z,347,Rejected,,audio/interviews/2025/12/04357ff9-a2b0-4dba-bad6-e11d6037896e_1767161475286_interview_04357ff9-a2b0-4dba-bad6-e11d6037896e_1767161475286.m4a,347,0,21.8538483,87.5475533,27,2025-12-31T06:16:04.230Z,0
17,CAPI,ORIGINAL,a3fa6fcb-7b23-4326-ae63-54f1e89b1a12,6954a6fa90c0ab726045bc4d,7459f746-55d9-4f1d-b0a4-180524333724,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T07:09:04.513Z,2025-12-30T07:16:02.764Z,418,Pending_Approval,,No audio,0,0,22.0417333,87.5222117,27,2025-12-31T04:30:50.210Z,
17,CAPI,DUPLICATE,cff2a92d-c22c-44c0-a267-062e0f9d4590,6954bdd992c7f3d14acb38ed,4e8cefb2-d4ea-48bd-85a3-5b43efe9f0e4,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T07:09:04.513Z,2025-12-30T07:16:02.764Z,418,Rejected,,No audio,0,0,22.0417333,87.5222117,27,2025-12-31T06:08:25.815Z,0
18,CAPI,ORIGINAL,2244ce84-cccd-4556-9dc2-e029d824380a,6954aaf5d183853cda273841,offline_1767155816958_zkhz0i747,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T08:17:14.059Z,2025-12-30T08:23:12.118Z,358,Pending_Approval,,No audio,0,0,22.0418517,87.522165,27,2025-12-31T04:47:49.143Z,
18,CAPI,DUPLICATE,ab8c48ca-c6a8-4d71-adab-0a37c0a8cc0a,6954bfb1ac0236ae66d991e0,4683b82a-6f65-4f2a-a360-8d185cb3edd8,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T08:17:14.059Z,2025-12-30T08:23:12.118Z,358,Rejected,,No audio,0,0,22.0418517,87.522165,27,2025-12-31T06:16:17.324Z,0
19,CAPI,ORIGINAL,b6b1756d-d356-450e-bff8-76a6da702583,6954ad4905ec163f6e6a724d,965a520f-aa7d-4801-8701-8af5d0df144a,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T08:32:32.995Z,2025-12-30T08:39:54.243Z,441,Pending_Approval,,No audio,0,0,22.0415917,87.5225883,27,2025-12-31T04:57:45.712Z,
19,CAPI,DUPLICATE,93cdbd12-c561-4895-b02f-eebe89598ea8,6954c1154affc1479cd5060c,2794977f-9ad8-474f-94de-650a6c790038,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T08:32:32.995Z,2025-12-30T08:39:54.243Z,441,Pending_Approval,,No audio,0,0,22.0415917,87.5225883,27,2025-12-31T06:22:13.353Z,0
20,CAPI,ORIGINAL,a8dfcb20-6ef9-48dc-843c-93a84cd7a7fa,6954aebbf3fedf338508fb2d,1991f219-2cc8-4294-b9af-22e03433110a,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T08:46:54.115Z,2025-12-30T08:53:26.791Z,392,Pending_Approval,,No audio,0,0,22.0416531,87.5222216,27,2025-12-31T05:03:55.486Z,
20,CAPI,DUPLICATE,dde02875-e12c-4014-bb59-13d230118acc,6954c1ad70e6038df90b89e9,737dbf62-3c27-48dd-87aa-53339e4aba3f,"6942c3e9fe90bbe7745d6739",N/A,"68fd1915d41841da463f0d46",2025-12-30T08:46:54.115Z,2025-12-30T08:53:26.791Z,392,Rejected,,No audio,0,0,22.0416531,87.5222216,27,2025-12-31T06:24:45.136Z,0
21,CAPI,ORIGINAL,5e3f624c-58ac-42a3-9327-12446288801b,6954b0733f2772344e9a82b5,f070a174-bce3-4d40-845e-6cfb033817d2,"6944337e56275b9dd832deaf",N/A,"68fd1915d41841da463f0d46",2025-12-23T09:39:25.847Z,2025-12-23T09:44:52.296Z,326,Pending_Approval,,audio/interviews/2025/12/ee3de43f-fbce-4085-a585-1644a09fc55c_1766487994610_interview_ee3de43f-fbce-4085-a585-1644a09fc55c_1766487994610.m4a,326,0,23.67179,86.9709517,27,2025-12-31T05:11:15.286Z,
