Group Number,Mode,Type,Response ID,Mongo ID,Session ID,Interviewer Name,Interviewer Member ID,Survey Name,Start Time,End Time,Duration (seconds),Status,Call ID,Audio URL,Audio Duration,Audio File Size,Latitude,Longitude,Response Count,Created At,Time Difference (ms)
1,CAPI,ORIGINAL,2febef52-0c0c-458b-9767-7d801e11305a,69547ee035848a045ada911e,b522f41c-d24c-469b-be93-9680b8b6b5d8,"6942c41ffe90bbe7745e0029",N/A,"68fd1915d41841da463f0d46",2025-12-30T10:13:49.297Z,2025-12-30T10:18:22.957Z,273,Rejected,,audio/interviews/2025/12/74e780f0-28be-4c09-b32d-48f6fd8da7d7_1767105631083_interview_74e780f0-28be-4c09-b32d-48f6fd8da7d7_1767105631082.m4a,273,0,22.2058195,87.257693,27,2025-12-31T01:39:44.588Z,
1,CAPI,DUPLICATE,e4bafea6-caf1-40ae-9a9e-4ab41a3e5649,6954c129d75ef67a89b97b87,e06d5787-15de-499c-a02e-787694037960,"6942c41ffe90bbe7745e0029",N/A,"68fd1915d41841da463f0d46",2025-12-30T10:13:49.297Z,2025-12-30T10:18:22.957Z,273,Rejected,,audio/interviews/2025/12/74e780f0-28be-4c09-b32d-48f6fd8da7d7_1767105631083_interview_74e780f0-28be-4c09-b32d-48f6fd8da7d7_1767105631082.m4a,273,0,22.2058195,87.257693,27,2025-12-31T06:22:33.527Z,0
2,CAPI,ORIGINAL,8147169a-c2fa-4fc6-8333-f81924f40d11,695485ef385678627db6c769,8909e9d5-80a4-483b-a7fb-544c1a2173f7,"6946954efebe46d918de7f35",N/A,"68fd1915d41841da463f0d46",2025-12-30T10:38:52.214Z,2025-12-30T10:43:06.148Z,253,Rejected,,audio/interviews/2025/12/ba7d3f23-b3a8-4e24-8810-f5bab34bc3ed_1767091779079_interview_ba7d3f23-b3a8-4e24-8810-f5bab34bc3ed_1767091778697.m4a,253,0,22.8432583,87.0528198,27,2025-12-31T02:09:51.565Z,
2,CAPI,DUPLICATE,4cabbb9d-5478-492f-b1fb-8f8126c9f042,6954be5a3ca0de7f34a502c6,b01e13b4-a7b0-4838-8543-75495e476ac5,"6946954efebe46d918de7f35",N/A,"68fd1915d41841da463f0d46",2025-12-30T10:38:52.214Z,2025-12-30T10:43:06.148Z,253,Rejected,,audio/interviews/2025/12/ba7d3f23-b3a8-4e24-8810-f5bab34bc3ed_1767091779079_interview_ba7d3f23-b3a8-4e24-8810-f5bab34bc3ed_1767091778697.m4a,253,0,22.8432583,87.0528198,27,2025-12-31T06:10:34.205Z,0
3,CAPI,ORIGINAL,470d82f1-f92b-4cd0-9a3a-7c689861284d,6954907f1058c90b16170467,deb0103f-0d6e-4c24-ba48-5a42741e61b8,"694433f156275b9dd8347f64",N/A,"68fd1915d41841da463f0d46",2025-12-26T06:48:10.534Z,2025-12-26T06:54:18.071Z,367,Rejected,,audio/interviews/2025/12/1666195f-5344-46d2-82a4-bb12f2083c58_1766733019909_interview_1666195f-5344-46d2-82a4-bb12f2083c58_1766733019909.m4a,367,0,22.795742,88.3710693,27,2025-12-31T02:54:55.039Z,
3,CAPI,DUPLICATE,860cfb66-f0b0-462a-a313-8841c80883bb,6954bf2d613f4d1e120d5cd8,054d93aa-2ab7-47e0-a6cb-38b4142a87dd,"694433f156275b9dd8347f64",N/A,"68fd1915d41841da463f0d46",2025-12-26T06:48:10.534Z,2025-12-26T06:54:18.071Z,367,Pending_Approval,,audio/interviews/2025/12/1666195f-5344-46d2-82a4-bb12f2083c58_1766733019909_interview_1666195f-5344-46d2-82a4-bb12f2083c58_1766733019909.m4a,367,0,22.795742,88.3710693,27,2025-12-31T06:14:05.964Z,0
3,CAPI,DUPLICATE,7f928ee1-8d9e-491c-afbc-e350e200a4d9,6954c5233ee3f879ab5e5cf0,eccb0c1d-671f-4218-ab51-0dd9cec41bc1,"694433f156275b9dd8347f64",N/A,"68fd1915d41841da463f0d46",2025-12-26T06:48:10.534Z,2025-12-26T06:54:18.071Z,367,Rejected,,audio/interviews/2025/12/1666195f-5344-46d2-82a4-bb12f2083c58_1766733019909_interview_1666195f-5344-46d2-82a4-bb12f2083c58_1766733019909.m4a,367,0,22.795742,88.3710693,27,2025-12-31T06:39:31.632Z,0
4,CAPI,ORIGINAL,671e73c9-e94e-459e-ac6f-0aaefd604325,6954b8a40040c2eacfab2284,a317e23e-929b-44c0-a851-09fe6dc70e6d,"694433f156275b9dd8347f64",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:44:01.839Z,2025-12-27T06:49:02.622Z,300,Rejected,,audio/interviews/2025/12/fe351841-e3ab-4517-b2b0-a7c57da7df8f_1766890981703_interview_fe351841-e3ab-4517-b2b0-a7c57da7df8f_1766890981703.m4a,300,0,22.7756296,88.3969169,25,2025-12-31T05:46:12.337Z,
4,CAPI,DUPLICATE,3c4871d4-8415-4029-8a69-5459d568534d,6954c568645767a06ea37172,2c92ee0a-b713-4593-9ad6-3452b39533a4,"694433f156275b9dd8347f64",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:44:01.839Z,2025-12-27T06:49:02.622Z,300,Rejected,,audio/interviews/2025/12/fe351841-e3ab-4517-b2b0-a7c57da7df8f_1766890981703_interview_fe351841-e3ab-4517-b2b0-a7c57da7df8f_1766890981703.m4a,300,0,22.7756296,88.3969169,25,2025-12-31T06:40:40.120Z,0
5,CAPI,ORIGINAL,b376ed59-607f-421b-8f7f-69e5eb229fba,6954bca3573be4fa5928f08b,offline_1767160990079_yqol5tcro,"694433f156275b9dd8347f64",N/A,"68fd1915d41841da463f0d46",2025-12-27T07:21:08.790Z,2025-12-27T07:25:55.711Z,286,Pending_Approval,,audio/interviews/2025/12/3a75d021-074d-4732-b187-21cd4a475db4_1766891251926_interview_3a75d021-074d-4732-b187-21cd4a475db4_1766891251651.m4a,286,0,22.7756847,88.3969314,27,2025-12-31T06:03:15.156Z,
5,CAPI,DUPLICATE,36a14e6d-98db-4612-9a84-4fb62a8d78f0,6954cb1e50509d7bfd53f062,13146804-f0bc-498c-a324-ba700e454687,"694433f156275b9dd8347f64",N/A,"68fd1915d41841da463f0d46",2025-12-27T07:21:08.790Z,2025-12-27T07:25:55.711Z,286,Pending_Approval,,audio/interviews/2025/12/3a75d021-074d-4732-b187-21cd4a475db4_1766891251926_interview_3a75d021-074d-4732-b187-21cd4a475db4_1766891251651.m4a,286,0,22.7756847,88.3969314,27,2025-12-31T07:05:02.804Z,0
6,CAPI,ORIGINAL,a75ffb20-e52f-4dda-83e9-9da461ad96dd,6954c1517bfb0bacc4d6a27b,86d205e8-3b46-4340-8522-2b3c7ef35f58,"694904974550373277319c56",N/A,"68fd1915d41841da463f0d46",2025-12-29T12:16:32.326Z,2025-12-29T12:24:27.624Z,475,Pending_Approval,,audio/interviews/2025/12/a7d9c838-d31b-45ae-b4ca-bdab1929c3fd_1767011208819_interview_a7d9c838-d31b-45ae-b4ca-bdab1929c3fd_1767011208818.m4a,475,0,26.5433301,88.7133406,27,2025-12-31T06:23:13.716Z,
6,CAPI,DUPLICATE,51d71945-66ec-4909-9ca8-016d77417fbd,6954c381e8edc6b1b4d11142,654c1525-c48e-448a-8498-af464cb453f8,"694904974550373277319c56",N/A,"68fd1915d41841da463f0d46",2025-12-29T12:16:32.326Z,2025-12-29T12:24:27.624Z,475,Rejected,,audio/interviews/2025/12/a7d9c838-d31b-45ae-b4ca-bdab1929c3fd_1767011208819_interview_a7d9c838-d31b-45ae-b4ca-bdab1929c3fd_1767011208818.m4a,475,0,26.5433301,88.7133406,27,2025-12-31T06:32:33.485Z,0
7,CAPI,ORIGINAL,4dd3555d-3006-4821-aa35-da6634979dd1,695493aeea8852b690bf091a,97c6dbf0-f6a8-46b0-8209-0320b3016d3a,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:47:32.971Z,2025-12-27T06:52:08.275Z,275,Rejected,,audio/interviews/2025/12/0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803_interview_0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803.m4a,275,0,23.3134613,88.6709103,27,2025-12-31T03:08:30.650Z,
7,CAPI,DUPLICATE,9275af47-f03b-49af-b825-3cd459c79d0c,6954c13d51e722e79e9ec3e4,d3173c1d-77ba-47e1-90fa-152e3cce4f06,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:47:32.971Z,2025-12-27T06:52:08.275Z,275,Rejected,,audio/interviews/2025/12/0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803_interview_0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803.m4a,275,0,23.3134613,88.6709103,27,2025-12-31T06:22:53.568Z,0
7,CAPI,DUPLICATE,760968b8-d926-437d-a509-c42db391069c,6954c2cc8f3769dc892c20ab,6d6f8545-4d16-4e4f-99f7-7d553d4b1960,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:47:32.971Z,2025-12-27T06:52:08.275Z,275,Pending_Approval,,audio/interviews/2025/12/0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803_interview_0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803.m4a,275,0,23.3134613,88.6709103,27,2025-12-31T06:29:32.154Z,0
7,CAPI,DUPLICATE,9366b93f-65e0-4dc0-88c5-633449b59e86,6954c47de8edc6b1b4ea72e1,079aa6c5-58eb-4270-bb4c-02a68d55c607,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-27T06:47:32.971Z,2025-12-27T06:52:08.275Z,275,Rejected,,audio/interviews/2025/12/0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803_interview_0c9ab2f8-a32c-4f61-b544-ce683e360d28_1766819385803.m4a,275,0,23.3134613,88.6709103,27,2025-12-31T06:36:45.531Z,0
8,CAPI,ORIGINAL,21e6bda5-b573-4c4f-ba5f-74d95409654f,69549bfed66ccb917ff46940,661beaca-3893-44d5-9c63-a85153e31572,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-28T09:45:05.384Z,2025-12-28T09:49:07.424Z,242,Pending_Approval,,audio/interviews/2025/12/a32425f3-1bc8-4510-ba0a-31bbd88e35f0_1766915416874_interview_a32425f3-1bc8-4510-ba0a-31bbd88e35f0_1766915416874.m4a,242,0,23.2650089,88.5218349,27,2025-12-31T03:43:58.747Z,
8,CAPI,DUPLICATE,35f2c649-614e-4e9f-a3a2-f322b6d9c058,6954c4a6c6cdcba7da620488,7e939fd3-873f-4d58-a46d-7d2ed5bca906,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-28T09:45:05.384Z,2025-12-28T09:49:07.424Z,242,Rejected,,audio/interviews/2025/12/a32425f3-1bc8-4510-ba0a-31bbd88e35f0_1766915416874_interview_a32425f3-1bc8-4510-ba0a-31bbd88e35f0_1766915416874.m4a,242,0,23.2650089,88.5218349,27,2025-12-31T06:37:26.661Z,0
8,CAPI,DUPLICATE,2d96b5e3-5322-47cf-bbd6-054a403ff383,6954cb0970e6038df9fb4436,ddae779b-8588-4805-99b6-8efbed28097b,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-28T09:45:05.384Z,2025-12-28T09:49:07.424Z,242,Rejected,,audio/interviews/2025/12/a32425f3-1bc8-4510-ba0a-31bbd88e35f0_1766915416874_interview_a32425f3-1bc8-4510-ba0a-31bbd88e35f0_1766915416874.m4a,242,0,23.2650089,88.5218349,27,2025-12-31T07:04:41.791Z,0
9,CAPI,ORIGINAL,bbc8a56a-4e36-480c-8909-5d59c0f800d9,6954b385e37ee0599d3b272d,1b359cf4-2cd0-4ccc-bd74-c43428455487,"6944331056275b9dd8300bad",N/A,"68fd1915d41841da463f0d46",2025-12-28T09:50:42.331Z,2025-12-28T09:54:47.015Z,244,Pending_Approval,,audio/interviews/2025/12/ef98b134-b2ea-4a2d-a161-1e424d623af1_1766922254992_interview_ef98b134-b2ea-4a2d-a161-1e424d623af1_1766922254991.m4a,244,0,23.2649728,88.5218247,27,2025-12-31T05:24:21.201Z,
